8564967188470558698 False 6.9141387939453125e-06 pcputimes(user=0.08, system=0.0, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5114598261681191226 False 8.344650268554688e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2000140592337295366 False 9.298324584960938e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2739596494183899127 False 8.392333984375e-05 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4924930355885806178 False 9.059906005859375e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7856192843758261078 False 6.9141387939453125e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7430375501794899517 False 0.00011610984802246094 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4046241391307049344 False 9.5367431640625e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1059735357419470746 False 8.58306884765625e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2189835234230109436 False 8.344650268554688e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8976396520533657383 False 8.344650268554688e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5042455679213271103 False 8.58306884765625e-05 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
446785221598871453 True 0.0005052089691162109 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1471215412639470460 False 6.9141387939453125e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1431507028471217472 False 8.106231689453125e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7529499654853003543 False 8.749961853027344e-05 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
9009761077728801348 False 6.67572021484375e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6780851050576261479 False 9.298324584960938e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8146606282929043476 False 8.344650268554688e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6799291596876225080 False 8.821487426757812e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3427249798097734480 False 8.344650268554688e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3509263610944384613 True 0.0006306171417236328 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3842724653648246625 False 7.3909759521484375e-06 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5789490245869054493 False 0.00011706352233886719 pcputimes(user=0.11, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4322965923071864576 False 1.049041748046875e-05 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
425582423771187150 False 9.298324584960938e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6159366323802531461 False 0.00011658668518066406 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
9096866714560176859 True 0.0004329681396484375 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
9019244943091444194 False 9.5367431640625e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4818130477562116169 False 1.0013580322265625e-05 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3554667119531756352 False 9.059906005859375e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1577464342817612188 False 9.059906005859375e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3508151147656258844 False 8.344650268554688e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2322808589333241739 False 8.988380432128906e-05 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7121010903507068446 False 1.0013580322265625e-05 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6492230436628064249 False 1.0251998901367188e-05 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8988167672960372233 False 0.00013637542724609375 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8724461872506439545 False 9.775161743164062e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2150601148346636443 False 8.463859558105469e-05 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6189894693605182099 True 0.000507354736328125 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8064350865726369489 False 7.3909759521484375e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6161606800066261635 False 9.298324584960938e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
124759786966328816 False 9.059906005859375e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6003726875822741258 False 9.298324584960938e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5577274142183198343 False 7.867813110351562e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
9145388015188440494 False 6.4373016357421875e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4113567817762826221 False 0.00011515617370605469 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8396737197006123536 False 9.059906005859375e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6413305480003293534 False 8.344650268554688e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8482428498570791204 False 8.821487426757812e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4271207063247183615 False 8.821487426757812e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1400669394180934502 False 8.821487426757812e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1893606830533768124 False 8.58306884765625e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7643497262427369251 True 0.0004558563232421875 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7514227526042674116 False 8.821487426757812e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5498359875042151479 False 8.58306884765625e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2817207408190433246 False 6.9141387939453125e-06 pcputimes(user=0.12, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1431487092202001892 False 8.58306884765625e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4682954896724048390 False 7.62939453125e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2789578832709478436 False 9.5367431640625e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7322554079898886792 False 1.0728836059570312e-05 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1126104035131723647 False 9.059906005859375e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7759549016581545651 False 8.821487426757812e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2552326290015125501 False 0.00011539459228515625 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4626668490372992289 False 7.3909759521484375e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1094466784295391828 False 8.58306884765625e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7611492319003257815 False 9.298324584960938e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5279706444981156110 False 9.059906005859375e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2685277144076977291 False 8.20159912109375e-05 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
497676975415694578 False 8.58306884765625e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5410756558671357151 False 8.416175842285156e-05 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2431928058984740744 False 8.344650268554688e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2372646470806573188 False 8.106231689453125e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
644908091956739279 False 7.367134094238281e-05 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7242976987274185192 False 8.58306884765625e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3810351483491756625 False 7.62939453125e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4745778303157490587 True 0.0005178451538085938 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
884767259934496274 False 6.9141387939453125e-06 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
924641161582959113 False 0.00011563301086425781 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7186966335444881478 False 1.0251998901367188e-05 pcputimes(user=0.13, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6506823343009319973 False 9.5367431640625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2485373635884819767 False 8.630752563476562e-05 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2363628737513474892 False 9.059906005859375e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
686041833433718767 False 7.510185241699219e-05 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6048036203627071636 False 6.67572021484375e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1054095474207671426 False 8.344650268554688e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2340413171360806039 False 8.106231689453125e-05 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3623841213200375361 False 9.298324584960938e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3387872119673538259 False 9.5367431640625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1513994495121712309 False 0.00011372566223144531 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7820532235651038818 False 9.5367431640625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
111791097139921523 False 1.049041748046875e-05 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6401036684912829723 False 9.059906005859375e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3123665262326094351 False 8.106231689453125e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5673301177503961473 False 9.5367431640625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7335018419088383688 False 8.821487426757812e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6374581360574467359 False 1.0251998901367188e-05 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3165410038429408906 False 7.3909759521484375e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1133034996946081989 False 6.9141387939453125e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7737773757664195725 False 6.67572021484375e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6104791834729694148 False 8.106231689453125e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3385870771749756293 True 0.0007059574127197266 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5386800492239606183 False 9.5367431640625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6559118429839303205 False 9.298324584960938e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1877838019451515131 False 8.821487426757812e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
367159439415370592 False 8.58306884765625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5515702951702633930 False 8.58306884765625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5705788692705222676 False 8.821487426757812e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2087441860540757796 False 9.298324584960938e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3849351073615332852 False 8.58306884765625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1640288516330193972 False 8.821487426757812e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6316981312199707198 False 8.58306884765625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5289469561330305859 False 8.821487426757812e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5665387930761029849 False 1.049041748046875e-05 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
1020172306549760739 False 8.58306884765625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5334422101154782842 False 8.106231689453125e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4921416075445776039 False 8.58306884765625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2521753197102045100 False 8.58306884765625e-06 pcputimes(user=0.14, system=0.02, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8761796070933845920 False 8.344650268554688e-06 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6769244542972393941 False 9.059906005859375e-06 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6003075662984098772 False 8.58306884765625e-06 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
9020911110950677931 False 8.487701416015625e-05 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5661586935180400498 False 8.821487426757812e-06 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5225529726669155728 False 8.344650268554688e-06 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
3287749618556104384 False 9.5367431640625e-06 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2917267440781949077 False 1.0251998901367188e-05 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5621093631006585167 False 8.440017700195312e-05 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
4416641782363543924 False 9.5367431640625e-06 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
6807713856024471619 False 8.797645568847656e-05 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
2401536562241967767 False 7.987022399902344e-05 pcputimes(user=0.14, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
5624329435116217283 False 8.106231689453125e-05 pcputimes(user=0.15, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
66650820339476820 False 9.059906005859375e-06 pcputimes(user=0.15, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
7663105431031994653 False 0.00010156631469726562 pcputimes(user=0.15, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
8011583898761452894 False 6.9141387939453125e-06 pcputimes(user=0.15, system=0.03, children_user=0.0, children_system=0.0) pmem(rss=16568320, vms=63594496, shared=8376320, text=3817472, lib=0, data=7794688, dirty=0)
